47.50	0.3813	2.4519	1.7047	0.0125	0.7678	2.2281	0.8524	
48.00	0.3823	2.4530	1.7016	0.0126	0.7734	2.2303	0.8416	
48.50	0.3845	2.4536	1.8561	0.0126	0.7760	2.2324	0.8365	
49.00	0.3864	2.4530	1.8039	0.0127	0.7788	2.2345	0.8315	
49.50	0.3886	2.4532	1.8079	0.0127	0.7807	2.2366	0.8285	
50.00	0.3919	2.4536	1.7856	0.0127	0.7803	2.2386	0.8288	
50.50	0.3945	2.4529	1.9316	0.0127	0.7814	2.2407	0.8265	
51.00	0.3965	2.4529	1.9181	0.0128	0.7835	2.2427	0.8234	
51.50	0.3983	2.4522	1.8592	0.0128	0.7856	2.2448	0.8199	
52.00	0.4001	2.4519	2.3261	0.0128	0.7867	2.2468	0.8186	
52.50	0.4012	2.4503	2.7216	0.0128	0.7883	2.2488	0.8165	
53.00	0.4035	2.4478	2.6148	0.0128	0.7877	2.2507	0.8204	
53.50	0.4051	2.4450	2.2912	0.0128	0.7884	2.2527	0.8213	
54.00	0.4066	2.4434	2.0885	0.0129	0.7904	2.2547	0.8185	
54.50	0.4085	2.4423	2.1516	0.0129	0.7915	2.2567	0.8174	
55.00	0.4100	2.4431	2.2168	0.0129	0.7938	2.2586	0.8140	
55.50	0.4119	2.4448	2.3085	0.0130	0.7955	2.2606	0.8110	
56.00	0.4146	2.4471	2.6260	0.0130	0.7963	2.2625	0.8088	
56.50	0.4169	2.4502	2.4461	0.0130	0.7974	2.2644	0.8049	
57.00	0.4194	2.4525	2.4280	0.0130	0.7972	2.2663	0.8030	
57.50	0.4224	2.4536	2.2343	0.0130	0.7969	2.2682	0.8022	
58.00	0.4252	2.4532	1.9720	0.0130	0.7967	2.2701	0.8004	
58.50	0.4266	2.4528	2.0823	0.0130	0.7988	2.2720	0.7951	
59.00	0.4292	2.4534	1.7103	0.0130	0.7994	2.2739	0.7947	
59.50	0.4303	2.4539	1.6698	0.0131	0.8015	2.2758	0.7914	
60.00	0.4319	2.4544	1.5054	0.0131	0.8029	2.2777	0.7900	
60.50	0.4352	2.4554	1.6737	0.0131	0.8015	2.2795	0.7958	
61.00	0.4365	2.4573	1.7329	0.0131	0.8039	2.2814	0.7945	
61.50	0.4379	2.4589	1.6330	0.0131	0.8065	2.2832	0.7926	
62.00	0.4391	2.4585	2.0001	0.0132	0.8093	2.2850	0.7883	
62.50	0.4412	2.4583	0.6400	0.0132	0.8105	2.2868	0.7878	
63.00	0.4437	2.4586	0.8234	0.0132	0.8113	2.2886	0.7897	
63.50	0.4456	2.4577	0.6946	0.0132	0.8126	2.2904	0.7885	
64.00	0.4490	2.4551	0.6185	0.0132	0.8115	2.2921	0.7920	
64.50	0.4524	2.4528	0.7362	0.0132	0.8105	2.2939	0.7916	
65.00	0.4557	2.4519	0.9718	0.0132	0.8095	2.2957	0.7907	
65.50	0.4590	2.4522	0.7319	0.0132	0.8084	2.2975	0.7903	
66.00	0.4630	2.4525	0.6831	0.0131	0.8060	2.2993	0.7922	
66.50	0.4674	2.4529	0.7468	0.0131	0.8029	2.3012	0.7938	
67.00	0.4709	2.4540	1.1578	0.0130	0.8011	2.3030	0.7938	
67.50	0.4738	2.4559	1.3521	0.0130	0.7999	2.3049	0.7917	
68.00	0.4777	2.4576	2.3496	0.0130	0.7971	2.3068	0.7937	
68.50	0.4820	2.4585	2.1748	0.0129	0.7932	2.3087	0.7987	
69.00	0.4860	2.4603	1.9554	0.0129	0.7898	2.3107	0.8018	
69.50	0.4914	2.4624	1.9087	0.0128	0.7841	2.3127	0.8097	
70.00	0.4971	2.4635	1.9777	0.0127	0.7776	2.3148	0.8187	
70.50	0.5028	2.4640	1.8793	0.0125	0.7711	2.3169	0.8299	
71.00	0.5083	2.4655	1.7024	0.0125	0.7659	2.3191	0.8380	
71.50	0.5133	2.4669	1.6539	0.0124	0.7622	2.3213	0.8432	
72.00	0.5190	2.4676	1.5519	0.0123	0.7573	2.3236	0.8494	
72.50	0.5247	2.4681	1.1395	0.0122	0.7522	2.3259	0.8551	
73.00	0.5305	2.4694	1.2508	0.0121	0.7466	2.3282	0.8616	
73.50	0.5378	2.4711	1.1606	0.0120	0.7384	2.3307	0.8724	
74.00	0.5442	2.4721	1.0919	0.0119	0.7325	2.3332	0.8785	
74.50	0.5501	2.4732	1.3337	0.0118	0.7271	2.3357	0.8836	
75.00	0.5548	2.4746	1.3167	0.0118	0.7248	2.3383	0.8837	
75.50	0.5595	2.4760	0.9314	0.0117	0.7224	2.3409	0.8843	
76.00	0.5650	2.4775	0.9318	0.0116	0.7186	2.3436	0.8887	
76.50	0.5700	2.4787	0.9305	0.0116	0.7155	2.3462	0.8926	
77.00	0.5747	2.4795	0.8871	0.0116	0.7132	2.3489	0.8955	
77.50	0.5783	2.4800	0.8445	0.0115	0.7127	2.3517	0.8959	
78.00	0.5819	2.4806	0.8177	0.0115	0.7126	2.3544	0.8943	
78.50	0.5860	2.4805	0.6046	0.0115	0.7118	2.3571	0.8949	
79.00	0.5909	2.4809	0.7536	0.0115	0.7096	2.3598	0.8985	
79.50	0.5960	2.4811	0.8685	0.0115	0.7071	2.3626	0.9006	
80.00	0.6017	2.4802	0.8055	0.0114	0.7041	2.3654	0.9032	
80.50	0.6072	2.4789	0.7439	0.0114	0.7016	2.3682	0.9046	
81.00	0.6127	2.4776	0.7924	0.0113	0.6992	2.3710	0.9043	
81.50	0.6178	2.4769	0.8063	0.0113	0.6976	2.3738	0.9033	
82.00	0.6222	2.4765	1.0787	0.0113	0.6975	2.3767	0.9013	
82.50	0.6263	2.4766	1.1308	0.0113	0.6986	2.3796	0.8994	
83.00	0.6309	2.4768	1.0350	0.0113	0.6991	2.3824	0.8988	
83.50	0.6353	2.4771	1.0261	0.0113	0.7007	2.3852	0.8961	
84.00	0.6402	2.4767	0.7909	0.0114	0.7018	2.3880	0.8938	
84.50	0.6441	2.4765	0.7994	0.0114	0.7045	2.3909	0.8884	
85.00	0.6471	2.4768	0.8094	0.0115	0.7090	2.3936	0.8810	
85.50	0.6499	2.4789	0.7675	0.0116	0.7131	2.3963	0.8765	
86.00	0.6520	2.4815	0.6159	0.0117	0.7189	2.3990	0.8703	
86.50	0.6549	2.4847	0.7536	0.0117	0.7227	2.4017	0.8694	
87.00	0.6581	2.4875	0.3556	0.0118	0.7253	2.4043	0.8712	
87.50	0.6596	2.4884	0.5916	0.0119	0.7319	2.4068	0.8649	
88.00	0.6601	2.4886	0.5217	0.0120	0.7407	2.4093	0.8553	
88.50	0.6603	2.4894	0.6395	0.0122	0.7483	2.4117	0.8479	
89.00	0.6617	2.4906	0.8081	0.0122	0.7530	2.4141	0.8457	
89.50	0.6627	2.4916	0.5480	0.0123	0.7582	2.4164	0.8397	
90.00	0.6632	2.4924	0.5065	0.0124	0.7641	2.4186	0.8324	
90.50	0.6636	2.4920	0.4668	0.0125	0.7703	2.4208	0.8237	
91.00	0.6642	2.4902	0.4804	0.0126	0.7763	2.4230	0.8148	
91.50	0.6653	2.4880	0.4875	0.0127	0.7806	2.4250	0.8087	
92.00	0.6658	2.4861	0.2248	0.0128	0.7867	2.4271	0.7998	
92.50	0.6664	2.4840	0.1347	0.0129	0.7904	2.4291	0.7981	
93.00	0.6681	2.4820	0.1334	0.0129	0.7907	2.4310	0.8055	
93.50	0.6691	2.4800	0.0556	0.0129	0.7918	2.4330	0.8117	
94.00	0.6699	2.4776	-0.0883	0.0129	0.7939	2.4349	0.8165	
94.50	0.6705	2.4749	-0.1283	0.0130	0.7974	2.4369	0.8151	
95.00	0.6700	2.4728	-0.2077	0.0131	0.8035	2.4388	0.8067	
95.50	0.6701	2.4710	-0.2082	0.0131	0.8069	2.4406	0.8039	
96.00	0.6708	2.4678	-0.1667	0.0132	0.8110	2.4424	0.7980	
96.50	0.6725	2.4626	0.1411	0.0132	0.8128	2.4442	0.7959	
97.00	0.6749	2.4570	0.2552	0.0132	0.8119	2.4459	0.7988	
97.50	0.6778	2.4510	0.1129	0.0132	0.8089	2.4477	0.8061	
98.00	0.6792	2.4462	-0.0994	0.0132	0.8094	2.4495	0.8056	
98.50	0.6815	2.4424	0.0446	0.0132	0.8087	2.4513	0.8086	
99.00	0.6850	2.4391	0.0345	0.0131	0.8055	2.4531	0.8165	
99.50	0.6889	2.4359	0.0157	0.0130	0.8003	2.4550	0.8278	
100.00	0.6931	2.4323	-0.1344	0.0129	0.7948	2.4569	0.8378	
100.50	0.6966	2.4288	-0.1080	0.0129	0.7916	2.4589	0.8410	
101.00	0.7012	2.4261	-0.1273	0.0128	0.7864	2.4609	0.8484	
101.50	0.7056	2.4248	-0.3038	0.0127	0.7824	2.4629	0.8574	
102.00	0.7101	2.4214	-0.4173	0.0126	0.7786	2.4650	0.8649	
102.50	0.7141	2.4185	-0.4413	0.0126	0.7753	2.4671	0.8714	
103.00	0.7177	2.4157	-0.5473	0.0126	0.7730	2.4692	0.8751	
103.50	0.7206	2.4127	-0.7115	0.0125	0.7722	2.4714	0.8761	
104.00	0.7222	2.4093	-0.6400	0.0126	0.7754	2.4736	0.8694	
104.50	0.7252	2.4061	-0.2712	0.0126	0.7746	2.4757	0.8679	
105.00	0.7275	2.4038	-0.2451	0.0126	0.7747	2.4778	0.8658	
105.50	0.7303	2.4010	-0.2596	0.0126	0.7749	2.4800	0.8608	
106.00	0.7321	2.3993	0.0927	0.0126	0.7775	2.4821	0.8544	
106.50	0.7324	2.3982	0.0572	0.0127	0.7841	2.4842	0.8424	
107.00	0.7342	2.3965	-0.0049	0.0128	0.7879	2.4862	0.8342	
107.50	0.7368	2.3948	-0.0792	0.0128	0.7890	2.4882	0.8321	
108.00	0.7401	2.3947	-0.2038	0.0128	0.7891	2.4902	0.8335	
108.50	0.7438	2.3940	0.2319	0.0128	0.7872	2.4922	0.8380	
109.00	0.7468	2.3922	0.2554	0.0128	0.7868	2.4942	0.8408	
109.50	0.7497	2.3899	0.3136	0.0128	0.7868	2.4963	0.8437	
110.00	0.7532	2.3886	0.5860	0.0128	0.7858	2.4983	0.8501	
110.50	0.7559	2.3893	0.4597	0.0128	0.7862	2.5003	0.8550	
111.00	0.7586	2.3895	0.3483	0.0128	0.7873	2.5023	0.8596	
111.50	0.7592	2.3885	0.2015	0.0129	0.7936	2.5043	0.8546	
112.00	0.7598	2.3881	0.2163	0.0130	0.7997	2.5063	0.8503	
112.50	0.7610	2.3879	0.2643	0.0131	0.8054	2.5082	0.8446	
113.00	0.7631	2.3881	0.5158	0.0132	0.8088	2.5100	0.8435	
113.50	0.7660	2.3874	0.7639	0.0132	0.8092	2.5118	0.8492	
114.00	0.7682	2.3859	0.7191	0.0132	0.8114	2.5136	0.8512	
114.50	0.7699	2.3834	0.6633	0.0133	0.8156	2.5154	0.8504	
115.00	0.7721	2.3809	0.7646	0.0133	0.8180	2.5171	0.8514	
115.50	0.7741	2.3789	0.7584	0.0133	0.8201	2.5188	0.8507	
116.00	0.7762	2.3775	0.8117	0.0134	0.8217	2.5206	0.8476	
116.50	0.7791	2.3756	0.8021	0.0134	0.8221	2.5222	0.8445	
117.00	0.7822	2.3732	0.7166	0.0134	0.8233	2.5239	0.8387	
117.50	0.7850	2.3714	0.8312	0.0134	0.8246	2.5256	0.8313	
118.00	0.7885	2.3695	0.9910	0.0134	0.8223	2.5273	0.8309	
118.50	0.7932	2.3674	1.1042	0.0133	0.8179	2.5290	0.8346	
119.00	0.7974	2.3649	1.3959	0.0132	0.8139	2.5307	0.8385	
119.50	0.8029	2.3621	1.4279	0.0131	0.8064	2.5325	0.8498	
120.00	0.8083	2.3592	1.3830	0.0130	0.7997	2.5344	0.8588	
120.50	0.8136	2.3557	1.1513	0.0129	0.7929	2.5363	0.8689	
121.00	0.8194	2.3524	1.1583	0.0128	0.7854	2.5384	0.8813	
121.50	0.8247	2.3492	1.2041	0.0126	0.7793	2.5404	0.8902	
122.00	0.8292	2.3463	1.0174	0.0126	0.7749	2.5425	0.8951	
122.50	0.8335	2.3442	0.9727	0.0125	0.7721	2.5447	0.8961	
123.00	0.8371	2.3428	1.1062	0.0125	0.7704	2.5469	0.8978	
123.50	0.8404	2.3420	1.1540	0.0125	0.7700	2.5491	0.8979	
124.00	0.8437	2.3410	1.1772	0.0125	0.7698	2.5513	0.8973	
124.50	0.8475	2.3402	1.1949	0.0125	0.7684	2.5535	0.8968	
125.00	0.8518	2.3392	1.2164	0.0124	0.7664	2.5557	0.8956	
125.50	0.8561	2.3384	1.2973	0.0124	0.7662	2.5579	0.8943	
126.00	0.8597	2.3370	1.2747	0.0124	0.7669	2.5601	0.8941	
126.50	0.8627	2.3356	1.3503	0.0125	0.7695	2.5623	0.8922	
127.00	0.8658	2.3346	1.3872	0.0125	0.7723	2.5645	0.8902	
127.50	0.8681	2.3337	1.3260	0.0126	0.7769	2.5667	0.8863	
128.00	0.8705	2.3324	1.2830	0.0127	0.7815	2.5688	0.8815	
128.50	0.8728	2.3321	1.1282	0.0128	0.7857	2.5708	0.8767	
129.00	0.8755	2.3325	1.3740	0.0128	0.7877	2.5729	0.8750	
129.50	0.8782	2.3332	1.4138	0.0128	0.7895	2.5749	0.8731	
130.00	0.8801	2.3343	1.4098	0.0129	0.7927	2.5769	0.8692	
130.50	0.8820	2.3349	1.4382	0.0129	0.7966	2.5788	0.8651	
131.00	0.8843	2.3357	1.5908	0.0130	0.7993	2.5807	0.8628	
131.50	0.8852	2.3358	1.2147	0.0131	0.8063	2.5826	0.8523	
132.00	0.8858	2.3359	1.4494	0.0132	0.8142	2.5844	0.8409	
132.50	0.8851	2.3357	1.5428	0.0134	0.8238	2.5861	0.8249	
133.00	0.8846	2.3345	1.6041	0.0136	0.8337	2.5878	0.8060	
133.50	0.8840	2.3321	1.5083	0.0137	0.8432	2.5893	0.7865	
134.00	0.8842	2.3301	0.8128	0.0139	0.8509	2.5907	0.7722	
134.50	0.8849	2.3283	0.9097	0.0140	0.8573	2.5921	0.7592	
135.00	0.8857	2.3273	0.6550	0.0141	0.8624	2.5934	0.7475	
135.50	0.8861	2.3281	0.8922	0.0141	0.8665	2.5947	0.7394	
136.00	0.8866	2.3281	0.2388	0.0142	0.8709	2.5960	0.7330	
136.50	0.8859	2.3270	-0.1018	0.0143	0.8778	2.5971	0.7211	
137.00	0.8858	2.3242	0.0341	0.0145	0.8852	2.5982	0.7076	
137.50	0.8867	2.3204	-0.1940	0.0146	0.8903	2.5993	0.6996	
138.00	0.8864	2.3175	-0.4163	0.0147	0.8972	2.6003	0.6908	
138.50	0.8843	2.3165	-0.2690	0.0148	0.9069	2.6012	0.6789	
139.00	0.8842	2.3146	-0.3692	0.0149	0.9113	2.6021	0.6778	
139.50	0.8841	2.3139	-0.4676	0.0150	0.9174	2.6029	0.6717	
140.00	0.8846	2.3119	-0.5372	0.0151	0.9210	2.6036	0.6709	
140.50	0.8866	2.3110	-0.4365	0.0151	0.9198	2.6044	0.6801	
141.00	0.8882	2.3109	-0.5854	0.0150	0.9193	2.6051	0.6859	
141.50	0.8894	2.3110	-0.6295	0.0151	0.9198	2.6059	0.6879	
142.00	0.8897	2.3094	-1.1830	0.0151	0.9230	2.6066	0.6819	
142.50	0.8918	2.3075	-1.4637	0.0151	0.9214	2.6073	0.6849	
143.00	0.8931	2.3062	-1.4634	0.0151	0.9211	2.6081	0.6837	
143.50	0.8941	2.3045	-1.4090	0.0151	0.9212	2.6088	0.6826	
144.00	0.8960	2.3010	-1.3667	0.0150	0.9183	2.6095	0.6894	
144.50	0.8965	2.2989	-2.0596	0.0150	0.9197	2.6103	0.6853	
145.00	0.8958	2.2963	-2.1525	0.0152	0.9264	2.6110	0.6690	
145.50	0.8979	2.2940	-1.9129	0.0152	0.9256	2.6117	0.6695	
146.00	0.8991	2.2931	-2.0957	0.0151	0.9254	2.6124	0.6665	
146.50	0.8996	2.2913	-1.9788	0.0151	0.9244	2.6131	0.6639	
147.00	0.8999	2.2897	-1.8781	0.0151	0.9215	2.6138	0.6662	
147.50	0.9013	2.2875	-1.8452	0.0150	0.9170	2.6146	0.6718	
148.00	0.9028	2.2870	-2.2179	0.0149	0.9122	2.6154	0.6784	
148.50	0.9045	2.2871	-2.2848	0.0148	0.9066	2.6162	0.6863	
149.00	0.9069	2.2857	-2.1446	0.0147	0.8988	2.6171	0.6993	
149.50	0.9079	2.2846	-2.1062	0.0146	0.8952	2.6181	0.7027	
150.00	0.9077	2.2840	-2.3372	0.0146	0.8935	2.6191	0.7023	
150.50	0.9066	2.2832	-2.0204	0.0146	0.8941	2.6201	0.6992	
151.00	0.9059	2.2824	-1.7739	0.0146	0.8940	2.6211	0.6997	
151.50	0.9077	2.2815	-1.3328	0.0145	0.8895	2.6221	0.7072	
152.00	0.9111	2.2821	-1.2199	0.0144	0.8802	2.6232	0.7236	
152.50	0.9145	2.2831	-1.0173	0.0142	0.8723	2.6244	0.7361	
153.00	0.9175	2.2834	-1.0253	0.0141	0.8646	2.6256	0.7485	
153.50	0.9197	2.2842	-0.9028	0.0140	0.8586	2.6269	0.7585	
154.00	0.9221	2.2854	-0.7724	0.0139	0.8521	2.6283	0.7721	
154.50	0.9245	2.2861	-0.5447	0.0138	0.8461	2.6297	0.7845	
155.00	0.9255	2.2868	-0.2107	0.0137	0.8436	2.6312	0.7885	
155.50	0.9256	2.2875	-0.2641	0.0137	0.8431	2.6327	0.7885	
156.00	0.9242	2.2892	-0.3566	0.0138	0.8454	2.6341	0.7853	
156.50	0.9239	2.2926	-0.3745	0.0138	0.8466	2.6356	0.7832	
157.00	0.9238	2.2965	-0.4038	0.0138	0.8479	2.6370	0.7813	
157.50	0.9237	2.3003	-0.3891	0.0138	0.8483	2.6385	0.7815	
158.00	0.9226	2.3043	-0.2758	0.0139	0.8516	2.6399	0.7757	
158.50	0.9224	2.3081	0.1490	0.0139	0.8530	2.6413	0.7744	
159.00	0.9231	2.3119	-0.1427	0.0139	0.8525	2.6427	0.7771	
159.50	0.9256	2.3147	0.0299	0.0138	0.8477	2.6441	0.7879	
160.00	0.9279	2.3168	-0.1015	0.0137	0.8428	2.6456	0.7977	
160.50	0.9307	2.3183	-0.1223	0.0136	0.8372	2.6471	0.8074	
161.00	0.9340	2.3194	-0.2020	0.0135	0.8309	2.6487	0.8168	
161.50	0.9374	2.3209	-0.0265	0.0134	0.8254	2.6503	0.8228	
162.00	0.9420	2.3226	0.0997	0.0133	0.8171	2.6520	0.8330	
162.50	0.9467	2.3244	-0.1107	0.0132	0.8088	2.6537	0.8431	
163.00	0.9512	2.3266	-0.4226	0.0130	0.8010	2.6556	0.8523	
163.50	0.9552	2.3272	-0.5275	0.0129	0.7950	2.6575	0.8578	
164.00	0.9597	2.3269	-0.6953	0.0128	0.7869	2.6595	0.8685	
164.50	0.9649	2.3259	-0.8303	0.0126	0.7775	2.6616	0.8814	
165.00	0.9690	2.3244	-0.8859	0.0125	0.7708	2.6637	0.8887	
165.50	0.9733	2.3226	-0.9824	0.0124	0.7641	2.6659	0.8962	
166.00	0.9784	2.3220	-1.0015	0.0123	0.7557	2.6682	0.9069	
166.50	0.9813	2.3210	-1.1533	0.0122	0.7528	2.6705	0.9102	
167.00	0.9826	2.3196	-1.3547	0.0122	0.7541	2.6729	0.9082	
167.50	0.9838	2.3188	-1.3044	0.0123	0.7556	2.6752	0.9057	
168.00	0.9849	2.3181	-1.1632	0.0123	0.7571	2.6775	0.9015	
168.50	0.9861	2.3175	-1.1468	0.0123	0.7586	2.6798	0.8978	
169.00	0.9876	2.3164	-1.2555	0.0123	0.7594	2.6821	0.8934	
169.50	0.9892	2.3154	-1.2399	0.0123	0.7592	2.6844	0.8908	
170.00	0.9904	2.3145	-1.4431	0.0123	0.7607	2.6867	0.8855	
170.50	0.9912	2.3136	-1.4902	0.0124	0.7632	2.6889	0.8803	
171.00	0.9926	2.3121	-1.3305	0.0124	0.7643	2.6912	0.8768	
171.50	0.9942	2.3097	-1.3606	0.0124	0.7656	2.6934	0.8733	
172.00	0.9956	2.3074	-1.3275	0.0125	0.7674	2.6956	0.8693	
172.50	0.9979	2.3062	-1.1271	0.0124	0.7667	2.6978	0.8696	
173.00	1.0006	2.3053	-1.1736	0.0124	0.7652	2.7000	0.8712	
